SiteCode,Year,CAMPAGNE,VOLET,DATE,JOURJULIEN,Site,Lac,LATITUDE,LONGITUDE,Region,TYPE,VENTMAX,VENTMOY,TEMPAIR,HUMREL,PATM,NUAGE,VAGUES,SecchiDepth,MaxDepth,DepthEPILIMNION,ZÉCH,Temp,Conductivity,Doperc,Docorr,DOmgL,pH,Alcalinity,AbundanceBact,ABONDANCE BACT. _ ES (cells/ml),PRODUCTION BACT._MOY       (µg C/L/j),RESPIRATION TOTALE _ MOY (µgC/L/j),RESPIRATION TOTALE _ ES (µgC/L/j),RESPIRATION BACT. _ MOY (µgC/L/j), RESPIRATION BACT. _ ES (µgC/L/j),ZooBiomass,ZBP (mg C m-3 j-1),ZP:B CBA (j-1),ZP:B LOPC (j-1),ChlA, CHL a _ ES (µg/L),TP, TP _ ES (µg/L), TN, TN _ ES (mg/L),NH4,[NH4] _ ES (ug/L),NO3,[NO3] _ ES (ug/L),Iron, DOC, DOC _ ES (mg/L - ppm), DIC, DIC _ ES (mg/L - ppm), LABILITÉ, LABILITÉ _ ES (mgC/L/j),COULEUR-CDOM      ABS. 440nm (m-1),FLUORESCENCE C1 (Ru),FLUORESCENCE C2 (Ru),FLUORESCENCE C3 (Ru),FLUORESCENCE C4 (Ru),FLUORESCENCE C5 (Ru),FLUORESCENCE C6 (Ru),pCO2 AIR AMBIANT DE EGM (ppm),pCO2 EAU (ppm) DE EGM,pCH4 EAU _ MOY (ppm)  DU GC,pCH4 EAU _ ES (ppm)  DU GC,pN2O EAU _ MOY  (ppm)  DU GC Rox,pN2O EAU _  ES (ppm)  DU GC Rox,FLUX CO2 _ MOY (mmol m-2 d-1) EGM ,FLUX CH4 (mmol m-2 d-1) GC,FLUX N2O (mmol m-2 d-1) GC Rox,k600 (m j-1),KCO2 (m j-1),2H2O (Hatch Lab),H2O18 (Hatch Lab),2H2O (Colorado),H2O18 (Colorado),2H2O (UTrent),H2O18 (UTrent),H2O17 (LSCE),O17 (Hatch Lab),O18 (Hatch Lab),DIC13 (Hatch Lab),DIC13 (Colorado),DOC13 (Hatch Lab),DOC13 (Colorado),ppmDIC (Hatch Lab),ppmDIC (Colorado),ppmDOC (Hatch Lab),ppmDOC (Colorado),%C POM (Colorado),%N POM (Colorado),C13 POM (Colorado),N15 POM (Colorado),C/N POM (Colorado),H2 POM (Colorado),%H (Colorado),H2 DOM (Colorado),mgPOC/L/filter (Colorado),pour trier,Commentaires
,2013,1,L,2013-07-27,208,L303,,50.68637,-67.51669,Côte-Nord,,2.9,1.7,26.7,32,957.2,2,2,1.7,8,1,0.5,14.83,13,89,94.08,9.01,6.24,43.32,2532408,31813,,54.75,3.32,,,,,,,1.35,0.27,14.89,0.524,0.261,0.009,31.2,2.5,2.6,0.5,875.848,6.987,0.014,1.291,0.019,,,3.22,0.534,0.681,0.162,0.267,0.166,0.255,386,1448,700.115,12.633,0.215,0.004,160.3,3.081,-0.011,3.939,3.295,,,,,,,,10.39,20.27,,,,,,,,,,,,,,,,,,322,
,2013,1,L,2013-07-27,208,L304,,50.68989,-67.49745,Côte-Nord,,2.9,1.7,25.2,37.6,952.1,1,4,1.2,8,2,0.5,16.06,14,93.6,99.37,9.21,6.27,56.47,2679393,4338,,74.46,10.64,,,,,,,1.42,0.12,12.595,0.197,0.269,0.031,11.5,1.1,1.1,1.3,1464.824,9.792,0.034,0.52,0.006,,,6.1,1.126,1.355,0.353,0.353,0.183,0.386,388,1383,1268.233,36.754,0.262,0.021,147.16,6.483,-0.006,3.837,3.355,,,,,,,,10.56,20.65,,,,,,,,,,,,,,,,,,323,
,2013,1,L,2013-07-27,208,L305,Lac Arthur,50.729113,-67.52974,Côte-Nord,,2.6,1.9,25.7,40.8,957,0,5,4.7,9.7,5,0.5,15.86,14,94.9,100.27,9.39,7.04,64.3,2317802,29207,,,,,,,,,,0.73,0.04,4.597,1.377,0.167,0.035,8.4,0.1,0,0.7,33.404,4.472,0.039,0.72,0.002,,,1.15,0.208,0.354,0.092,0.088,0.122,0.161,389,438,36.504,0.192,0.25,0.022,4.53,0.004,-0.004,2.399,2.084,,,,,,,,10.85,20.97,,,,,,,,,,,,,,,,,,324,
,2013,1,L,2013-07-27,208,L306,Lac Neige,50.72892,-67.48846,Côte-Nord,,0.4,0.2,20.6,70.5,955.9,0,0,2,6,3,0.5,17.56,14,90.2,95.73,8.64,6.86,66.65,3664555,4138,,,,,,,,,,0.88,0.12,8.727,0.393,0.251,0.039,15.8,0.8,0.6,1.3,432.502,6.948,0.028,1.101,0.005,,,3.22,0.519,0.734,0.171,0.217,0.204,0.255,437,579,213.074,1.807,0.252,0.006,10.39,0.282,-0.003,1.886,1.738,,,,,,,,10.69,20.68,,,,,,,,,,,,,,,,,,325,
,2013,1,L,2013-07-28,209,L307,Lac Rond,50.69332,-67.46072,Côte-Nord,,0.9,0.4,17.7,82.4,961.2,5,0,5,8.8,6,0.5,13.41,13,94.2,98.5,9.77,6.9,54.32,2538192,31364,,32.98,2.13,22.49,6.45,,,,,0.54,,4.99,0.066,0.122,0.006,12.7,2.4,1,0.5,45.892,4.626,0.003,1.031,0.007,-0.011,0.002,1.73,0.255,0.46,0.129,0.109,0.165,0.174,408,546,53.083,0.71,0.224,0.004,11.29,0.059,-0.005,2.151,1.707,,,,,,,,10.75,21.07,,,,,,,,,,,,,,,,,,326,
,2013,1,L,2013-07-28,209,L308,Lac Nord-Est,50.7238,-67.45146,Côte-Nord,,3.5,2.7,19.1,63.6,962,8,5,3.7,18.6,8.5,0.5,13.94,14,95.1,99.98,9.81,6.86,53.42,2031352,69840,,21.68,2.29,30.56,7.68,,,,,0.73,0.04,5.711,1.967,0.14,0.023,14.5,1.2,6.7,1,42.703,5.822,0.09,0.969,0.003,-0.009,0.001,2.3,0.4,0.639,0.17,0.157,0.172,0.229,388,469,14.413,0.108,0.256,0.01,14.68,0.022,-0.008,4.75,3.846,,,,,,,,10.76,21.19,,,,,,,,,,,,,,,,,,327,
,2013,1,L,2013-07-28,209,L309,Lac Stalactite,50.59679,-67.41276,Côte-Nord,,2.8,1.7,22.4,54.1,974.8,7,8,2.9,9,3,0.5,13.67,20,96.3,99.96,10,6.95,118.59,2641186,33224,,47.08,2.49,30.21,1.82,,,,,1,0,6.957,0.328,0.159,0.016,14.8,2.9,2,2.1,238.339,5.628,0.015,2.013,0.016,-0.023,0.003,2.76,0.435,0.721,0.174,0.219,0.175,0.215,385,723,196.181,2.06,0.24,0.013,54.11,1.466,-0.009,4.202,3.368,,,,,,,,11.03,21.23,,,,,,,,,,,,,,,,,,328,
,2013,1,L,2013-07-28,209,L310,Lac Mélèze,50.14095,-67.24557,Côte-Nord,,1.9,1,25.3,45.7,1003.9,4,2,1.3,11.5,1,0.5,18.65,14,99.8,100.53,9.32,5.92,26.98,3400665,32778,,47.86,0.34,,,,,,,0.81,0.04,13.251,0.459,0.285,0.02,9.2,0.9,0,0.1,499.934,11.091,0.018,1.291,0.019,,,7.14,1.086,1.762,0.642,0.251,0.323,0.503,385,1550,1042.098,26.532,0.247,0.014,149.48,3.373,-0.006,3.292,3.149,,,,,,,,10.85,21.07,,,,,,,,,,,,,,,,,,329,
,2013,1,L,2013-07-29,210,L311,Lac Daigle,50.2943,-66.28955,Côte-Nord,,5.3,4.4,14.2,91.1,1005.9,8,3,0.8,13.5,4,0.5,15.9,16,96,96.42,9.48,4.8,-38.5,2307795,34271,,56.16,3.89,,,,,,,1.75,0.04,11.94,0.066,0.205,0.013,14.1,2.3,0.7,0.7,239.453,11.676,0.012,0.52,0.006,,,9.79,1.235,2.316,0.828,0.152,0.339,0.59,385,608,44.655,0.638,0.282,0.005,90.79,0.304,-0.009,10.569,9.191,,,,,,,,11.87,22.67,,,,,,,,,,,,,,,,,,330,
,2013,1,L,2013-07-29,210,L312,Lac Pentecôte,49.81657,-67.28055,Côte-Nord,,2.1,1.8,13.6,97.7,1010,8,1,2,25.3,12.5,0.5,14.62,11,93.4,93.61,9.5,5.97,-1.67,2353463,29293,,18.5,0.86,,,,,,,0.58,0.04,7.94,1.442,0.166,0.007,,,,,136.392,8.19,0.038,0.72,0.002,,,4.84,0.686,1.543,0.553,0.178,0.328,0.288,391,675,63.764,0.481,0.272,0.002,13.68,0.198,-0.001,1.258,1.045,,,,,,,,11.98,22.9,,,,,,,,,,,,,,,,,,331,
,2010,1,L,21-06-2010,172,L035,Lac Croche,45.9921,-74.00514,Laurentides,"eau claire, fond rocheux",3.77,2.47,20.47,30,973.27,0,5,4.75,11.8,5,0.5,21.44,20,97.5,100.96,8.6,7.03,,1260440,11765,2.72,39.6,7.64,18.9,5.73,,,,,3.72,0.21,3.63,0.14,0.138,0.003,,,,,0,6.722,0.035,1.033,0.023,-0.012,0,1.27,0.146,0.203,0.074,0.066,0.089,0.103,374,478,121.63,,,,4.6,0.275,,1.123,1.178,,,-68.45,-9.54,,,0,,,-7.84,,-27.8,,1.1,,9.27,,106.42,12.21,-30.66,-0.54,8.72,-178.5,0.2,,0.104,37,
,2010,1,L,21-06-2010,172,L036,Lac en Coeur,45.96755,-74.01066,Laurentides,eau claire,3.85,3.1,25.8,30.25,974.55,0,5,3.5,8,5,0.5,21.77,55,97.9,101.67,8.59,7.41,,2010545,17935,6.28,85.05,16.86,56.25,6.68,,,,,1.84,0.19,7.71,2.45,0.225,0.003,,,,,0,6.834,0.019,2.6,0.086,-0.029,0,0.46,0,0.167,0.069,0.013,0.207,0.44,371,394,283.33,,,,-4.48,1.42,,-4.94,-5.236,,,,,-64.82,-8.31,,,,-7.11,,-27.04,,3.2,,4.24,,,,,,,,,,,38,
,2010,1,L,22-06-2010,173,L037,Lac Achigan,45.94435,-73.96678,Laurentides,"eau claire, fond rocheux",,4,23,33,997.4,2,7,5,16.4,8,0.5,21.63,59,105,106.68,9.25,7.55,,2036323,43938,1.31,60.3,1.91,43.65,8.59,,,,,1.44,0.08,4.9,0.14,0.165,0.001,,,,,0,6.334,0.059,3.104,0.071,-0.011,0,0.81,0.123,0.221,0.095,0.049,0.13,0.085,389,347,74.91,0.86,,,-2.29,0.033,,1.385,1.461,,,-74.05,-10.81,,,,,,-5.92,,-27.24,,3.7,,6.69,,60.59,8.13,-28.95,2.13,7.45,-128,0.1,,0.079,39,
,2010,1,L,29-06-2010,180,L038,Lac du Pin Rouge,45.96069,-74.04157,Laurentides,bog,1,0.3,16.5,77.6,968.8,8,3,2.3,8.7,2,0.5,21.48,57,99.9,103.95,8.8,7.45,,1736925,90068,3.64,54,6.36,45,0,,,,,4.3,0.12,11.72,2.24,0.365,0.064,,,,,0,8.301,0.112,3.407,0.066,-0.016,0.001,3.11,0.367,0.464,0.151,0.132,0.164,0.239,391,528,,,,,5.58,,,1.033,1.085,,,,,-66.86,-8.85,,,,-7.66,,-27.91,,3.8,,12.02,,,,,,,,,,,40,
,2010,1,L,29-06-2010,180,L039,Lac Connelly,45.8938,-73.96678,Laurentides,"eau calire verte, chalets, macrophytes",2.67,1.73,20,63.3,985.15,8,3,4.13,20.5,5,0.5,21.89,139,101.6,104.26,8.9,7.81,,1956673,22183,5.35,40.5,3.18,18,6.36,,,,,2.48,0.08,7.91,0.2,0.173,0.009,,,,,0,6.719,0.019,5.542,0.057,-0.017,0.002,0.81,0.142,0.206,0.089,0.044,0.119,0.145,391,385,,,,,-0.71,,,2.985,3.176,,,-71.68,-10.5,,,,,,-7.01,,-27.61,,6.2,,12.74,,74.44,10.48,-29,5.17,7.11,-174.5,0.1,,0.103,41,
,2010,2,L,11-08-2010,223,L076,Lac Cristal,45.9737,-73.8902,Laurentides,eau claire,1.6,1,26.9,,979.6,2,2,,14.8,4,0.5,22.6,126,95.2,98.1,8.23,8.08,,577151,19008,0.66,27,0,45,0,,,,,1.07,0.04,4.92,,0.185,0.023,,,,,24.335,8.1,0.207,0.8,0.193,-0.004,0,0.12,0,0.081,0.033,0.008,0.061,0.088,379,553,223.87,,,,13.84,0.032,,2.009,2.187,-36.74,-9.27,-69.45,-9.92,,,,11.39,22.61,,-6.13,,-27.26,,5.06,,2.61,85.34,8.44,-31.13,3.37,10.12,-161.8,0.1,,0.109,81,Labilité: valeurs non corrigées
,2010,2,L,11-08-2010,223,L077,Lac Rond,45.9684,-73.89665,Laurentides,eau claire,1.6,1.3,28.35,,977.9,4,2,3.5,5.5,4,0.5,23.02,141,104.1,107.26,8.91,7.82,,1119772,28136,2.42,54,0,36,6.36,,,,,1.91,0.21,6.86,,0.25,0.003,,,,,8.061,6.617,0.269,4.617,0.222,-0.012,0,0.81,0.112,0.214,0.095,0.034,0.157,0.132,384,447,454.81,10.57,,,10.39,0.774,,4.16,4.589,-54.57,-8.11,,,,,,11.14,21.53,,,,,,,,,,,,,,,,,,82,Labilité: valeurs non corrigées
,2010,2,L,11-08-2010,223,L078,Lac Duffy,46.018,-73.92566,Laurentides,eau claire,0.85,0.45,30.55,,976.55,3,2,1.6,1.6,-,0.5,23.45,61,116.2,119.23,9.81,7.56,,2258513,38987,12.9,184.5,3.18,67.5,3.18,,,,,7.52,0.03,17.41,,0.365,0.007,,,,,18.794,8.336,0.057,4.647,0.058,,,2.3,0.343,0.468,0.183,0.154,0.221,0.277,382,787,862.38,10.03,,,33.83,11.711,,2.102,2.351,-56.8,-8.41,,,,,,9.46,18.44,,,,,,,,,,,,,,,,,,83,Z Secchi plus profond que Z max
,2010,2,L,17-08-2010,229,L079,Lac Fournelle,45.9144,-74.0437,Laurentides,eau claire,2.75,2,21,,979.4,1,6,2.9,7.7,5,0.5,22.69,64,106.5,109.77,9.19,7.87,,1804132,6232,5.08,36,0,103.5,9.55,,,,,,,8.01,0.3,0.183,0.005,,,,,5.709,,,,,-0.013,0.001,0.69,0.124,0.231,0.107,0.043,0.134,0.159,377,572,491.05,7.59,,,7.74,1.341,,1.003,1.095,-64.32,-8.91,,,,,,11.28,22.01,,,,,,,,,,,,,,,,,,84,
,2010,2,L,17-08-2010,229,L080,Lac Morency,45.9286,-74.0352,Laurentides,eau claire verte,5.3,3.6,23.1,,980.3,4,7,5.4,12,5,0.5,22.78,133,101.8,104.81,8.77,8.33,,1343944,26068,3.86,36,0,31.5,3.18,,,,,,,6.56,0.18,0.218,0.014,,,,,4.594,,,,,-0.026,0.002,0.23,0.027,0.117,0.061,0,0.088,0.113,371,191,650.21,34.88,,,-26.42,4.645,,3.704,4.055,-64.24,-8.91,-65.68,-9.01,,,,10.88,21.23,,-5.7,,-27.75,,7.97,,3.58,85.87,11.67,-29.85,5.67,7.36,-197.1,0.2,,0.115,85,
,2010,2,L,17-08-2010,229,L081,Lac Reneaud,45.89645,-74.05124,Laurentides,eau claire macrophyte,4.1,2.55,23.6,,981.45,4,10,2.9,4.6,-,0.5,23.7,156,98.5,101.71,8.34,8.14,,2441055,43743,9.21,54,6.36,36,0,,,,,,,8.44,0.24,0.247,0.003,,,,,14.858,,,,,-0.022,0.001,0.69,0.073,0.223,0.114,0.016,0.167,0.167,368,369,1592.84,9.07,,,-1.6,20.448,,-40.159,-45.278,-63.76,-8.36,,,,,,10.02,20,,,,,,,,,,,,,,,,,,86,
,2010,2,L,18-08-2010,230,L082,Lac Violon,45.94296,-74.0901,Laurentides,eau claire,0.95,0.45,22.1,,982,4,0,7,9,5,0.5,22.48,38,99.3,102.04,8.6,7.58,,878810,26352,3.21,18,0,18,0,,,,,,,6.31,0.91,0.11,0.001,,,,,2.562,7.542,0.188,0.734,0.012,-0.015,0.005,0.69,0.055,0.135,0.051,0.03,0.084,0.083,384,519,543.41,22.5,,,2.14,1.041,,0.4,0.434,-40.66,-9,,,,,,10.98,21.45,,,,,,,,,,,,,,,,,,87,
,2010,2,L,18-08-2010,230,L083,Lac Deauville,45.99197,-74.09027,Laurentides,eau claire,2.5,1.6,23.2,,976.4,5,1,4.5,10,7,0.5,22.5,92,101.8,105.3,8.82,8.03,,2040712,13767,4.26,31.5,3.18,18,0,,,,,,,7.4,0.18,0.158,0.011,,,,,2.686,9.035,0.116,0.96,,-0.009,0,0.12,0.005,0.096,0.042,0.007,0.072,0.091,373,270,687.49,21.37,,,-12.34,2.408,,3.028,3.286,-21.85,-7.51,-61.69,-8.03,,,,10.41,20.41,,-4.72,,-26.51,,4.88,,3.07,79.76,10.32,-28.59,2.75,7.73,-160.8,0.1,,0.111,88,
,2010,2,L,18-08-2010,230,L084,Lac Écho,45.89462,-74.02691,Laurentides,eau claire verte,2.25,1.3,22.6,,987.15,3,2,2.5,5.4,4,0.5,23.76,156,105.3,107.63,8.9,8.59,,3641523,17377,24.49,130.5,3.18,40.5,3.18,,,,,,,15.95,0.61,0.467,0.021,,,,,0,15.491,0.132,1.11,0.124,-0.014,0.003,0.58,0.059,0.185,0.088,0.024,0.14,0.184,368,162,1336.84,33.29,,,-20.99,2.531,,2.561,2.893,-49.02,-6.97,,,,,,8.97,17.79,,,,,,,,,,,,,,,,,,89,
,2012,1,L,18-07-2012,200,L203,Lac Albert,54.82193,-66.77251,Schefferville,,2.75,1.85,14,87.15,943.1,8,3,5,5.7,-,0,15.51,143,99.6,106.44,9.93,8,942.03,592455,18222,0.95,30.72,6.98,26.8,2.51,57.972,1.222,0.065,0.021,0.38,0,5.83,0.31,0.1,0.003,4.3,0.1,2.4,0.1,0,1.693,0.03,11.951,0.001,-0.013,0.002,0.12,0,0.212,0.033,0.055,0.115,0.159,395,435,24.31,0.73,0.323,0.002,3.11,0.119,0.005,2.022,1.734,,,,,-117.76,-15.07,,11.07,22.36,-7.16,,-29.1,,11.57,,1.15,,,,-29.76,3.565,7.334,-133,2.4,,,222,
,2012,1,L,19-07-2012,201,L204,Lac Iron Arm,54.8958,-66.59138,Schefferville,,6.15,4.4,10.9,96.25,957.33,8,18,,19,-,0.5,14.13,26,98.4,103.9,10.12,7.36,189.36,867649,48874,1.28,20.38,1.62,34.27,6.43,474.325,,,,0.33,0.06,3.39,0,0.106,0.008,2.5,3.2,3,1.2,3.936,3.248,0.015,2.475,0.014,-0.016,0,0.12,0.051,0.395,0.141,0.042,0.257,0.226,399,453,17.31,0.19,0.329,0.009,7.67,0.275,0.009,3.72,3.033,,,,,-112.63,-14.45,,12.21,23.86,-5.7,,-27.19,,2.04,,2.47,,,,-26.798,3.769,6.625,-114.1,3.4,,,223,
,2012,1,L,19-07-2012,201,L205,Lac Dolly ,54.81829,-66.77029,Schefferville,,3.8,2.35,18.65,54.5,950.9,4,2,8,8.8,-,0,14.08,97,87.8,92.75,9,7.99,723.43,399074,11242,0.27,35.82,16.74,19.72,2.64,225.393,2.659,0.102,0.012,0.19,0.03,3.7,0.81,0,,2.6,0.4,2.6,2.2,18.719,1.444,0.019,8.709,0.07,-0.013,0.001,0.12,0,0.217,0.037,0.035,0.108,0.138,387,414,19.91,0.09,0.311,0.004,2.79,0.066,0.005,2.709,2.205,,,,,-114.25,-15.51,,12.2,23.42,,,,,,,,,,,,,,,,,,224,
,2012,1,L,19-07-2012,201,L206,Lac John (B),54.80814,-66.78072,Schefferville,,4.85,3.3,16.2,62.3,952.93,7,5,6,20,8,0,14.37,114,85.2,90.21,8.72,8.08,1003.07,338557,9426,0.36,33,9.77,25.78,6.96,221.891,,,,0.14,0.02,2.58,0.69,0,,2.4,0.3,2.3,1.3,5.998,1.566,0.018,12.071,0.005,-0.003,0.003,0.12,0,0.235,0.055,0.042,0.142,0.168,389,414,17.88,0.36,0.324,0.012,5.08,0.051,0.012,5.315,4.372,,,,,-112.07,-14.36,,11.81,23.84,,,,,,,,,,,,,,,,,,225,
,2012,1,L,20-07-2012,202,L207,Lac Rivals,54.8677,-66.67668,Schefferville,,5.4,3.55,16.05,39.5,960.04,0,4,1.6,1.8,-,0,14.4,12,94.7,99.35,9.68,6.96,74.56,1207245,30131,2.26,71.63,2.57,52.92,22,74.286,2.103,0.07,0.028,1.41,0.13,10.08,0.44,0.233,0.023,4.8,0.6,2.5,0,206.429,5.193,0.034,1.167,0.003,-0.017,0.002,1.5,0.355,0.745,0.207,0.142,0.288,0.364,396,411,44.5,1.18,0.32,0.019,10.79,0.064,0.041,18.817,15.496,,,,,-108.28,-13.6,,11.87,23.46,,,,,,,,,,,,,,,,,,226,
,2012,1,L,20-07-2012,202,L208,Lac Marcel,54.84801,-66.67272,Schefferville,,4.3,2.5,19.1,42.7,959.7,0,1,1.6,1.6,-,0.02,16.6,7,99.5,104.47,9.7,5.59,-5.68,2374241,98773,5.11,89.75,9.44,50.28,2.37,11.948,4.148,0.077,0.347,0.67,0.1,9.95,0.56,0.288,0.022,5.1,2.2,0.9,1.9,263.364,6.879,0.043,0.376,0.013,-0.021,0.001,3.11,0.399,1.09,0.317,0.175,0.355,0.468,400,521,409.43,7.34,0.338,0.027,18.23,2.483,0.011,3.898,3.475,,,,,-99.83,-12.04,,11.66,22.96,-16.25,,-28.04,,0.27,,4.81,,,,-29.7,1.503,7.684,-138.2,2.2,,,227,
,2012,1,L,21-07-2012,203,L209,Lac Maryjo,54.81471,-66.79951,Schefferville,,2.15,1.45,24,40.95,956.05,3,3,6.5,12.5,7,0.1,15.27,112,96.3,101.56,9.66,8.03,973.16,545910,23852,0.6,28.66,0.08,30.68,2.39,184.512,3.21,0.127,0.017,0.19,0.03,3.2,0.69,0.07,0.007,5.4,0.2,0,0.2,8.609,2.06,0.006,11.994,0.136,-0.018,0.003,0.12,0,0.227,0.05,0.039,0.131,0.178,391,476,28.37,0.83,0.332,0.007,17.32,0.13,0.013,5.307,4.511,,,,,-111.49,-14.45,,12.03,23.38,-4.66,,-27.3,,11.75,,1.31,,,,-26.453,2.971,5.623,-128.3,2.5,,,228,
,2012,1,L,21-07-2012,203,L210,Lac Squaw,54.83115,-66.80691,Schefferville,,1.65,1.35,21.9,38.6,955.7,1,2,9,10.2,-,0.01,15.95,106,98.7,103.57,9.74,7.93,833.38,401251,11247,1.86,24.97,4.97,28.23,9.69,71.188,,,,0.16,0.04,3.7,0.19,0.109,0.03,6.6,0.6,2.2,0.8,8.647,1.496,0.013,9.894,0.009,-0.003,0,0.12,0.026,0.051,0.03,0,0.016,0.092,398,487,19.03,0.52,0.373,0.037,8.72,0.02,0.009,2.544,2.216,,,,,-114.32,-14.6,,12.24,23.74,,,,,,,,,,,,,,,,,,229,
,2012,1,L,21-07-2012,203,L211,Lac Chantale,54.82891,-66.82272,Schefferville,,2.75,1.85,30.1,23.55,954.15,2,2,5.5,10,5,0,16.2,91,99.6,104.83,9.79,8.08,953.26,1074202,1252,0.8,4.69,6.47,19.05,3.17,300.522,1.446,0.115,0.005,0.36,0.05,9.64,4.62,0.137,0.015,6.8,1.8,1.7,0.8,14.553,3.331,0.001,12.017,0.006,-0.01,0.002,0.35,0.022,0.354,0.1,0.044,0.238,0.199,396,406,86.58,4.4,0.614,0.058,7.62,0.23,0.206,19.742,17.352,,,,,-108.43,-13.68,,11.57,22.64,,,,,,,,,,,,,,,,,,230,
,2012,1,L,22-07-2012,204,L212,Lac Kalani,55.10626,-67.32345,Schefferville,,4.7,3.7,17.3,82.1,931.2,8,2,2.5,2.6,-,0,15.54,33,98.2,106.49,9.79,7.71,315.74,844247,25466,9,34.88,6.11,55.42,33.05,34.415,1.481,0.066,0.043,0.41,0,7.2,1.31,0.084,0.001,6.4,0,2.1,1.4,88.855,1.631,0.019,3.876,0.017,-0.014,0.002,0.69,0,0.283,0.06,0.049,0.168,0.184,389,353,61.49,1.29,0.403,0.019,5.8,0.343,0.019,-4.193,-3.599,,,,,-117.16,-15.96,,11.17,22.16,-8.1,,-27.01,,3.54,,1.15,,,,-29.226,2.876,6.273,,,,,231,
,2012,1,L,22-07-2012,204,L213,Lac Tas de marde,55.07472,-67.37062,Schefferville,,2.2,1.2,16,86.3,938.2,8,,1.5,1.5,-,0,17.41,3,95.5,102.78,9.15,5.74,22.22,1082633,12589,9.11,58.72,7.7,15.66,0.49,39.466,0.343,0.191,0.009,0.26,0,4.89,0.12,0.123,0.031,5.6,1.6,0.9,0.3,16.958,1.412,0.043,0.282,0.005,-0.024,0.002,0.12,0,0.221,0.025,0.057,0.12,0.137,400,433,61.88,0.68,0.33,0.017,2.59,0.143,0.005,2.021,1.854,,,,,-104.51,-12.67,,11.35,22.82,,,,,,,,,,,,,,,,,,232,Z Secchi plus profond que Z max
,2012,1,L,23-07-2012,205,L214,Lac Vacher,54.9027,-66.88958,Schefferville,,5.85,4.25,16.75,75.85,949.65,8,10,3,15.5,9,0,15.23,74,95.3,101.28,9.56,7.88,625.61,1178113,42552,5.76,55.96,6.69,54.76,13.51,326.136,6.665,0.137,0.02,0.49,0.07,6.08,0.31,0.138,0.009,6.6,2.9,2.7,1.9,12.232,2.187,0.018,7.657,0.064,-0.017,0.002,0.23,0.01,0.334,0.083,0.048,0.207,0.178,406,435,28.41,0.6,0.293,0.022,15.13,0.209,0.019,13.589,11.536,,,,,-120.05,-15.8,,11.42,22.79,-6.7,,-27.66,,7.75,,1.64,,,,-27.987,4.835,6.485,-130.3,2.4,,,233,
,2012,1,L,23-07-2012,205,L215,Lac Katheri,54.78625,-66.72384,Schefferville,,2.1,1.3,17.45,91,941,5,1,1.3,1.3,-,0,17.61,139,93.8,111.71,9.95,8.63,1209.13,1922445,89899,4.3,72.4,1.43,43.05,0.61,97.297,1.906,0.062,0.02,0.63,,8.64,0.87,0.3,0.02,21.7,12.7,1.7,0.3,327.034,4.056,0.04,14.425,0.01,-0.014,0,0.46,0.021,0.367,0.137,0.034,0.247,0.298,403,333,1378.41,9.81,0.323,0.016,-4.67,1.467,0.004,1.72,1.588,,,,,-112.54,-14.33,,9.87,19.28,,,,,,,,,,,,,,,,,,234,
,2012,1,L,24-07-2012,206,L216,Lac Peter,54.8585,-66.74589,Schefferville,,3.95,2.85,16.15,91.75,937.35,8,10,2.3,2.3,-,0,16.56,22,92.6,99.73,9.03,7.36,133.91,933858,32281,12.83,64.22,1.72,48.74,5.75,14.024,3.112,0.077,0.222,1.2,0.34,8.49,0.27,0.349,0.172,3.4,0.8,0,0.1,131.428,4.409,0.054,2.091,0.021,-0.029,0.012,0.58,0.208,0.617,0.158,0.13,0.304,0.287,394,425,91.88,2.15,0.248,0.01,4.82,0.252,0,4.027,3.585,,,,,-114.21,-14.71,,11.67,23.01,-9.36,,-27.89,,1.65,,3.44,,,,-30.182,1.872,6.902,-135,2.2,,,235,Z Secchi plus profond que Z max
,2012,1,L,25-07-2012,207,L217,Lac Leroy,55.14247,-67.23103,Schefferville,,6.3,4.65,10.8,97.25,940.9,8,15,4.65,14.3,8,0,14.94,56,90.9,97.18,9.13,7.84,515.53,1019734,19976,7.02,32.94,10.55,42.29,3.7,414.803,,,,0.53,0.02,5.26,0.13,0.521,,13.9,4.7,6,5.3,29.124,2.728,0.012,6.516,0.063,0.004,0.002,0.69,0.037,0.412,0.114,0.053,0.245,0.222,396,448,52.55,1.6,0.312,0.017,10.92,0.254,0.011,5.477,4.601,,,,,-122.12,-16.02,,12.01,23.62,,,,,,,,,,,,,,,,,,236,
,2012,1,L,25-07-2012,207,L218,Lac Sunny,55.00921,-67.12888,Schefferville,,3.65,2.1,13.2,80.35,940.45,3,18,5,14,6,0,14.71,82,93.7,101.28,9.57,8.18,809.86,908202,29648,2.9,33.42,10.41,10.44,3.17,748.941,2.895,0.115,0.004,0.65,0.08,4.85,,0.07,,3.1,1.7,1,0,19.229,1.975,0.032,9.838,0.107,-0.014,0,0.23,0,0.304,0.083,0.043,0.196,0.183,396,329,125.49,2.19,0.305,0.011,-7.24,0.722,0.005,2.822,2.35,,,,,-124.61,-16.67,,11.38,22.36,-7.16,,-28.99,,9.94,,1.46,,,,-30.556,3.061,6.586,-132.7,2.3,,,237,
